"","DOWNLOAD.DATE","IDENTIFIER","LATEST.ADMISSION.DATE","RACE","GENDER","AGE","BOND.AMOUNT","OFFENSE","FACILITY","DETAINER","max_bail","min_bail","earliest","earliest2","latest","duration1","duration2","for_filter","prior","current","quantile"
"5407",2016-08-19,"ZZHRWHSC","08/18/2016","HISPANIC","M",68,100000,"TAMPERING WITH WITNESS                DF","BRIDGEPORT CC","NONE",100000,100000,2016-08-19,2016-08-18,2016-09-14,26,27,"ZZHRWHSCTAMPERING WITH WITNESS                DF","in after July 1","out",3
"5408",2016-08-19,"ZZHSESSC","08/18/2016","WHITE","M",29,100000,"VIOLATION OF PROBATION OR COND DISCHG","CORRIGAN CI","NONE",100000,100000,2016-08-19,2016-08-18,NA,NA,NA,"ZZHSESSCVIOLATION OF PROBATION OR COND DISCHG","in after July 1","still in",3
"5409",2016-08-19,"ZZHWZWZH","08/18/2016","WHITE","M",32,175000,"POSSESSION OF NARCOTICS","HARTFORD CC","NONE",175000,175000,2016-08-19,2016-08-18,2016-10-05,47,48,"ZZHWZWZHPOSSESSION OF NARCOTICS","in after July 1","out",4
"5410",2016-08-19,"ZZHZJEZH","08/18/2016","WHITE","M",38,7500,"DISORDERLY CONDUCT                    CM","CORRIGAN CI","NONE",7500,7500,2016-08-19,2016-08-18,2016-08-19,0,1,"ZZHZJEZHDISORDERLY CONDUCT                    CM","in after July 1","out",1
"5411",2016-08-19,"ZZHZLRBW","08/18/2016","WHITE","M",30,20050,"CREDIT CARD THEFT","BRIDGEPORT CC","NONE",30050,20050,2016-08-19,2016-08-18,2016-10-06,48,49,"ZZHZLRBWCREDIT CARD THEFT","in after July 1","out",2
"5412",2016-08-19,"ZZHZSBCZ","08/18/2016","BLACK","F",34,7500,"BREACH OF PEACE                       BM","YORK CI","NONE",7500,7500,2016-08-19,2016-08-18,2016-09-19,31,32,"ZZHZSBCZBREACH OF PEACE                       BM","in after July 1","out",1
"5413",2016-08-19,"ZZRCHSCL","08/18/2016","WHITE","M",36,100000,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",100000,500,2016-08-19,2016-08-18,2017-01-10,144,145,"ZZRCHSCLVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",3
"5414",2016-08-19,"ZZRCWESJ","08/18/2016","BLACK","F",34,95000,"ARSON, THIRD DEGREE                   CF","YORK CI","NONE",95000,95000,2016-08-19,2016-08-18,NA,NA,NA,"ZZRCWESJARSON, THIRD DEGREE                   CF","in after July 1","still in",3
"5415",2016-08-19,"ZZRHBRSH","08/18/2016","HISPANIC","M",44,25000,"ROBBERY, THIRD DEGREE                 DF","NEW HAVEN CC","NONE",165000,10000,2016-08-19,2016-08-18,NA,NA,NA,"ZZRHBRSHROBBERY, THIRD DEGREE                 DF","in after July 1","still in",2
"5416",2016-08-19,"ZZRJBSSZ","08/18/2016","BLACK","M",32,5000,"POSSESS OF HALLUC OR 4+ OZ MARIJUANA   F","BRIDGEPORT CC","NONE",5000,5000,2016-08-19,2016-08-18,2016-08-19,0,1,"ZZRJBSSZPOSSESS OF HALLUC OR 4+ OZ MARIJUANA   F","in after July 1","out",1
"5417",2016-08-19,"ZZRJRWCR","08/18/2016","BLACK","F",33,1500,"THREATENING                           AM","YORK CI","NONE",1500,750,2016-08-19,2016-08-18,2016-09-19,31,32,"ZZRJRWCRTHREATENING                           AM","in after July 1","out",1
"5418",2016-08-19,"ZZRJSEHW","06/10/2016","BLACK","M",30,326000,"CRIMINAL POSSESSION OF A PISTOL       DF","BRIDGEPORT CC","FEDERAL",326000,326000,2016-08-19,2016-06-10,NA,NA,NA,"ZZRJSEHWCRIMINAL POSSESSION OF A PISTOL       DF","in after July 1","still in",4
"5419",2016-08-19,"ZZRLEHWJ","08/18/2016","WHITE","M",43,2500,"VIOLATION OF PROBATION OR COND DISCHG","NEW HAVEN CC","NONE",2500,2500,2016-08-19,2016-08-18,2016-08-19,0,1,"ZZRLEHWJVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",1
"5420",2016-08-19,"ZZRLHZHC","08/18/2016","HISPANIC","M",35,10000,"VIOLATION OF PROBATION OR COND DISCHG","NEW HAVEN CC","NONE",10000,10000,2016-08-19,2016-08-18,2016-08-19,0,1,"ZZRLHZHCVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",1
"5421",2016-08-19,"ZZRRCJBB","08/18/2016","WHITE","M",50,100000,"CRIM VIOL OF PROTECTIVE ORDER         DF","HARTFORD CC","NONE",100050,100000,2016-08-19,2016-08-18,2016-10-05,47,48,"ZZRRCJBBCRIM VIOL OF PROTECTIVE ORDER         DF","in after July 1","out",3
"5422",2016-08-19,"ZZRSJELH","08/18/2016","BLACK","M",42,25050,"SALE OF NARC/AMPHET BY NON-DEPENDENT   F","BRIDGEPORT CC","NONE",25050,25050,2016-08-19,2016-08-18,2016-09-08,20,21,"ZZRSJELHSALE OF NARC/AMPHET BY NON-DEPENDENT   F","in after July 1","out",2
"5423",2016-08-19,"ZZRSWCZJ","08/18/2016","WHITE","M",38,50000,"FORGERY, THIRD DEGREE                 BM","CORRIGAN CI","NONE",50000,50000,2016-08-19,2016-08-18,2016-08-19,0,1,"ZZRSWCZJFORGERY, THIRD DEGREE                 BM","in after July 1","out",3
"5424",2016-08-19,"ZZRWJCBL","08/18/2016","HISPANIC","M",43,180000,"INJURY OR RISK OF INJURY TO MINOR      F","BRIDGEPORT CC","NONE",180000,180000,2016-08-19,2016-08-18,2016-08-19,0,1,"ZZRWJCBLINJURY OR RISK OF INJURY TO MINOR      F","in after July 1","out",4
"5425",2016-08-19,"ZZRZCSWW","06/15/2016","BLACK","M",45,35000,"THREATENING                           AM","BRIDGEPORT CC","NONE",35000,35000,2016-08-19,2016-06-15,2016-09-19,31,96,"ZZRZCSWWTHREATENING                           AM","in after July 1","out",2
"5426",2016-08-19,"ZZRZZWSL","08/18/2016","HISPANIC","M",44,20000,"INJURY OR RISK OF INJURY TO MINOR      F","BRIDGEPORT CC","NONE",20000,20000,2016-08-19,2016-08-18,2016-09-14,26,27,"ZZRZZWSLINJURY OR RISK OF INJURY TO MINOR      F","in after July 1","out",2
"5427",2016-08-19,"ZZSEHWSW","08/18/2016","WHITE","M",22,30000,"POSSESSION OF NARCOTICS","HARTFORD CC","NONE",30000,30000,2016-08-19,2016-08-18,2016-10-21,63,64,"ZZSEHWSWPOSSESSION OF NARCOTICS","in after July 1","out",2
"5428",2016-08-19,"ZZSELHHC","08/11/2016","WHITE","M",19,3000,"LARCENY, THIRD DEGREE                 DF","MANSON YI","NONE",3200,700,2016-08-19,2016-08-11,2017-01-10,144,152,"ZZSELHHCLARCENY, THIRD DEGREE                 DF","in after July 1","out",1
"5429",2016-08-19,"ZZSELSLE","08/18/2016","HISPANIC","M",21,50000,"ASSAULT, SECOND DEGREE                DF","BRIDGEPORT CC","NONE",50000,35000,2016-08-19,2016-08-18,2016-11-21,94,95,"ZZSELSLEASSAULT, SECOND DEGREE                DF","in after July 1","out",3
"5430",2016-08-19,"ZZSELSLH","08/18/2016","BLACK","F",22,2500,"IDENTITY THEFT 3RD DEGREE             DF","YORK CI","NONE",2500,2500,2016-08-19,2016-08-18,2016-08-19,0,1,"ZZSELSLHIDENTITY THEFT 3RD DEGREE             DF","in after July 1","out",1
"5431",2016-08-19,"ZZSELSLL","08/18/2016","BLACK","F",37,15000,"CRIM VIOL OF PROTECTIVE ORDER         DF","YORK CI","NONE",15300,15000,2016-08-19,2016-08-18,2017-01-09,143,144,"ZZSELSLLCRIM VIOL OF PROTECTIVE ORDER         DF","in after July 1","out",2
"5432",2016-08-19,"ZZSELSLR","08/18/2016","HISPANIC","M",22,150000,"ROBBERY, FIRST DEGREE                 BF","BRIDGEPORT CC","NONE",150000,150000,2016-08-19,2016-08-18,2016-08-19,0,1,"ZZSELSLRROBBERY, FIRST DEGREE                 BF","in after July 1","out",4
"5433",2016-08-19,"ZZSELSLS","08/18/2016","BLACK","M",26,78000,"SALE OF NARC/AMPHET BY NON-DEPENDENT   F","NEW HAVEN CC","NONE",78000,78000,2016-08-19,2016-08-18,NA,NA,NA,"ZZSELSLSSALE OF NARC/AMPHET BY NON-DEPENDENT   F","in after July 1","still in",3
"5434",2016-08-19,"ZZSELSLW","08/18/2016","HISPANIC","M",25,25100,"CRIM VIOL OF PROTECTIVE ORDER         DF","NEW HAVEN CC","NONE",25100,25100,2016-08-19,2016-08-18,2016-09-13,25,26,"ZZSELSLWCRIM VIOL OF PROTECTIVE ORDER         DF","in after July 1","out",2
"5435",2016-08-19,"ZZSELSLZ","08/18/2016","WHITE","M",20,22000,"BURGLARY, FIRST DEGREE                BF","BRIDGEPORT CC","NONE",22000,22000,2016-08-19,2016-08-18,2016-08-19,0,1,"ZZSELSLZBURGLARY, FIRST DEGREE                BF","in after July 1","out",2
"5436",2016-08-19,"ZZSELSSC","08/18/2016","BLACK","M",20,40000,"FAILURE TO APPEAR, FIRST DEGREE       DF","BRIDGEPORT CC","NONE",40000,40000,2016-08-19,2016-08-18,2016-10-08,50,51,"ZZSELSSCFAILURE TO APPEAR, FIRST DEGREE       DF","in after July 1","out",3
"5437",2016-08-19,"ZZSELSSJ","08/18/2016","BLACK","M",21,16000,"SALE OF HEROIN, COC BY NON-DEPENDENT","HARTFORD CC","NONE",16000,16000,2016-08-19,2016-08-18,2016-09-14,26,27,"ZZSELSSJSALE OF HEROIN, COC BY NON-DEPENDENT","in after July 1","out",2
"5438",2016-08-19,"ZZSELSSW","08/18/2016","HISPANIC","M",33,35000,"LEAV CHILD UNSUPERV IN PUBL/MOT VEH    C","BRIDGEPORT CC","IMMIGRATION",35000,35000,2016-08-19,2016-08-18,2016-08-19,0,1,"ZZSELSSWLEAV CHILD UNSUPERV IN PUBL/MOT VEH    C","in after July 1","out",2
"5439",2016-08-19,"ZZSELSSZ","08/17/2016","WHITE","M",25,50000,"ARREST WITHOUT WARRANT","BRIDGEPORT CC","NONE",50000,50000,2016-08-19,2016-08-17,2016-08-19,0,2,"ZZSELSSZARREST WITHOUT WARRANT","in after July 1","out",3
"5440",2016-08-19,"ZZSELSWE","08/18/2016","HISPANIC","M",35,100000,"HOME INVASION                         AF","BRIDGEPORT CC","NONE",250000,100000,2016-08-19,2016-08-18,2017-01-03,137,138,"ZZSELSWEHOME INVASION                         AF","in after July 1","out",3
"5441",2016-08-19,"ZZSELSWH","08/18/2016","BLACK","M",27,50000,"FAILURE TO APPEAR, FIRST DEGREE       DF","BRIDGEPORT CC","NONE",50000,50000,2016-08-19,2016-08-18,2016-08-19,0,1,"ZZSELSWHFAILURE TO APPEAR, FIRST DEGREE       DF","in after July 1","out",3
"5442",2016-08-19,"ZZSELSWJ","08/18/2016","WHITE","M",30,7500,"INTERFERING WITH AN OFFICER           AM","HARTFORD CC","NONE",7500,7500,2016-08-19,2016-08-18,2016-11-02,75,76,"ZZSELSWJINTERFERING WITH AN OFFICER           AM","in after July 1","out",1
"5443",2016-08-19,"ZZSELSWS","08/18/2016","WHITE","M",26,50000,"DRUG PARAPHERNALIA IN DRUG FACTORY     F","BRIDGEPORT CC","NONE",50000,50000,2016-08-19,2016-08-18,2016-08-19,0,1,"ZZSELSWSDRUG PARAPHERNALIA IN DRUG FACTORY     F","in after July 1","out",3
"5444",2016-08-19,"ZZSELSWZ","08/18/2016","HISPANIC","M",26,375000,"SALE OF CONTROLLED SUBSTANCE           F","HARTFORD CC","NONE",375000,375000,2016-08-19,2016-08-18,2016-08-19,0,1,"ZZSELSWZSALE OF CONTROLLED SUBSTANCE           F","in after July 1","out",4
"5445",2016-08-19,"ZZSEREHR","08/18/2016","WHITE","F",38,15050,"INTERFERING WITH AN OFFICER           AM","YORK CI","NONE",25050,15050,2016-08-19,2016-08-18,2016-10-24,66,67,"ZZSEREHRINTERFERING WITH AN OFFICER           AM","in after July 1","out",2
"5446",2016-08-19,"ZZSESRJZ","04/04/2016","WHITE","M",25,30000,"ARREST WITHOUT WARRANT","BRIDGEPORT CC","NONE",30000,30000,2016-08-19,2016-04-04,2016-08-19,0,137,"ZZSESRJZARREST WITHOUT WARRANT","in after July 1","out",2
"5447",2016-08-19,"ZZSZHSBC","08/18/2016","HISPANIC","M",45,52500,"BURGLARY, FIRST DEGREE                BF","NEW HAVEN CC","NONE",52500,52500,2016-08-19,2016-08-18,NA,NA,NA,"ZZSZHSBCBURGLARY, FIRST DEGREE                BF","in after July 1","still in",3
"5448",2016-08-19,"ZZSZJWJR","08/18/2016","WHITE","M",40,200000,"MANSLAUGHTER 2ND WITH MV (INTOX)      CF","HARTFORD CC","NONE",200250,200000,2016-08-19,2016-08-18,NA,NA,NA,"ZZSZJWJRMANSLAUGHTER 2ND WITH MV (INTOX)      CF","in after July 1","still in",4
"5449",2016-08-19,"ZZSZZWZC","08/18/2016","BLACK","M",27,2000,"VIOLATION OF PROBATION OR COND DISCHG","NEW HAVEN CC","NONE",2000,2000,2016-08-19,2016-08-18,2016-08-19,0,1,"ZZSZZWZCVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",1
"5450",2016-09-07,"ZZEBBBJW","08/24/2016","WHITE","M",43,15000,"INJURY OR RISK OF INJURY TO MINOR      F","NEW HAVEN CC","NONE",15000,15000,2016-09-07,2016-08-24,2016-10-21,44,58,"ZZEBBBJWINJURY OR RISK OF INJURY TO MINOR      F","in after July 1","out",2
"5451",2016-09-07,"ZZEBEJRJ","09/06/2016","HISPANIC","M",51,500,"OPERATE UNDER INFLU OF LIQ OR DRUGS","HARTFORD CC","NONE",500,500,2016-09-07,2016-09-06,2016-09-07,0,1,"ZZEBEJRJOPERATE UNDER INFLU OF LIQ OR DRUGS","in after July 1","out",1
"5452",2016-09-07,"ZZEBHWWJ","08/23/2016","BLACK","M",43,25000,"INTERFERING WITH AN OFFICER           AM","BRIDGEPORT CC","FEDERAL",25000,25000,2016-09-07,2016-08-23,2016-09-07,0,15,"ZZEBHWWJINTERFERING WITH AN OFFICER           AM","in after July 1","out",2
"5453",2016-09-07,"ZZEBHZBB","09/01/2016","WHITE","M",43,1500,"OPERATING UNDER SUSPENDED LIC OR REG.  M","CORRIGAN CI","NONE",101600,1500,2016-09-07,2016-09-01,NA,NA,NA,"ZZEBHZBBOPERATING UNDER SUSPENDED LIC OR REG.  M","in after July 1","still in",1
"5454",2016-09-07,"ZZEBSJSE","08/01/2016","BLACK","M",43,61500,"VIOLATION OF PROBATION OR COND DISCHG","BRIDGEPORT CC","NONE",61500,61500,2016-09-07,2016-08-01,2016-09-15,8,45,"ZZEBSJSEVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",3
"5455",2016-09-07,"ZZEBWELZ","08/22/2016","WHITE","M",52,31000,"VIOLATION OF PROBATION OR COND DISCHG","BRIDGEPORT CC","NONE",31000,31000,2016-09-07,2016-08-22,2016-12-13,97,113,"ZZEBWELZVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",2
"5456",2016-09-07,"ZZEBWHJW","09/06/2016","WHITE","M",47,15000,"CRIMINAL TRESPASS, FIRST DEGREE       AM","HARTFORD CC","NONE",47500,15000,2016-09-07,2016-09-06,NA,NA,NA,"ZZEBWHJWCRIMINAL TRESPASS, FIRST DEGREE       AM","in after July 1","still in",2
"5457",2016-09-07,"ZZECCBBJ","09/06/2016","WHITE","M",48,50000,"BURGLARY, THIRD DEGREE                DF","HARTFORD CC","NONE",50000,50000,2016-09-07,2016-09-06,2016-10-06,29,30,"ZZECCBBJBURGLARY, THIRD DEGREE                DF","in after July 1","out",3
"5458",2016-09-07,"ZZECCZSL","09/06/2016","BLACK","F",50,35000,"VIOLATION OF PROBATION OR COND DISCHG","YORK CI","NONE",55000,35000,2016-09-07,2016-09-06,2016-12-16,100,101,"ZZECCZSLVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",2
"5459",2016-09-07,"ZZECRLRH","08/22/2016","WHITE","M",49,50500,"VIOLATION OF PROBATION OR COND DISCHG","NEW HAVEN CC","NONE",50500,50000,2016-09-07,2016-08-22,2017-01-06,121,137,"ZZECRLRHVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",3
"5460",2016-09-07,"ZZECSSHE","09/02/2016","WHITE","M",53,1000,"COERCION","HARTFORD CC","NONE",1000,1000,2016-09-07,2016-09-02,2016-09-19,12,17,"ZZECSSHECOERCION","in after July 1","out",1
"5461",2016-09-07,"ZZEEESJJ","12/22/2015","WHITE","M",52,60000,"LARCENY, SIXTH DEGREE                 CM","HARTFORD CC","NONE",60000,60000,2016-09-07,2015-12-22,2016-09-09,2,262,"ZZEEESJJLARCENY, SIXTH DEGREE                 CM","in after July 1","out",3
"5462",2016-09-07,"ZZEHBSWJ","08/26/2016","WHITE","M",50,1250,"POSSESSION OF NARCOTICS","HARTFORD CC","NONE",1250,1250,2016-09-07,2016-08-26,2016-09-19,12,24,"ZZEHBSWJPOSSESSION OF NARCOTICS","in after July 1","out",1
"5463",2016-09-07,"ZZEHJZCL","09/06/2016","BLACK","M",51,5199,"POSSESSION OF NARCOTICS","NEW HAVEN CC","NONE",5200,5100,2016-09-07,2016-09-06,2016-10-13,36,37,"ZZEHJZCLPOSSESSION OF NARCOTICS","in after July 1","out",1
"5464",2016-09-07,"ZZEHSCSB","06/21/2016","BLACK","M",48,50000,"VIOLATION OF PROBATION OR COND DISCHG","GARNER","NONE",50000,50000,2016-09-07,2016-06-21,2016-10-05,28,106,"ZZEHSCSBVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",3
"5465",2016-09-07,"ZZEJBHBB","08/26/2016","HISPANIC","M",43,15000,"DISORDERLY CONDUCT                    CM","CORRIGAN CI","NONE",15000,15000,2016-09-07,2016-08-26,NA,NA,NA,"ZZEJBHBBDISORDERLY CONDUCT                    CM","in after July 1","still in",2
"5466",2016-09-07,"ZZEJCWSL","08/31/2016","HISPANIC","M",44,50000,"VIOLATION OF PROBATION OR COND DISCHG","BRIDGEPORT CC","NONE",50000,50000,2016-09-07,2016-08-31,2016-10-07,30,37,"ZZEJCWSLVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",3
"5467",2016-09-07,"ZZEJERLH","08/25/2016","BLACK","M",46,50000,"THREATENING                           AM","HARTFORD CC","NONE",50000,50000,2016-09-07,2016-08-25,2016-09-16,9,22,"ZZEJERLHTHREATENING                           AM","in after July 1","out",3
"5468",2016-09-07,"ZZEJJSZL","09/02/2016","WHITE","M",57,5000,"POSSESSION OF NARCOTICS","BRIDGEPORT CC","NONE",5000,5000,2016-09-07,2016-09-02,2016-09-09,2,7,"ZZEJJSZLPOSSESSION OF NARCOTICS","in after July 1","out",1
"5469",2016-09-07,"ZZEJLSBW","03/28/2016","BLACK","M",46,200000,"ROBBERY, SECOND DEGREE                CF","BRIDGEPORT CC","NONE",200000,200000,2016-09-07,2016-03-28,2016-09-19,12,175,"ZZEJLSBWROBBERY, SECOND DEGREE                CF","in after July 1","out",4
"5470",2016-09-07,"ZZEJRJHS","08/26/2016","BLACK","M",42,500000,"ROBBERY, FIRST DEGREE                 BF","MACDOUGALL","NONE",1000000,500000,2016-09-07,2016-08-26,NA,NA,NA,"ZZEJRJHSROBBERY, FIRST DEGREE                 BF","in after July 1","still in",4
"5471",2016-09-07,"ZZEJRZER","08/25/2016","BLACK","F",46,41500,"VIOLATION OF PROBATION OR COND DISCHG","YORK CI","NONE",41500,41500,2016-09-07,2016-08-25,NA,NA,NA,"ZZEJRZERVIOLATION OF PROBATION OR COND DISCHG","in after July 1","still in",3
"5472",2016-09-07,"ZZEJSERJ","08/29/2016","BLACK","M",52,360000,"VIOLATION OF PROBATION OR COND DISCHG","BRIDGEPORT CC","NONE",360000,360000,2016-09-07,2016-08-29,2016-09-15,8,17,"ZZEJSERJVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",4
"5473",2016-09-07,"ZZELBZCW","08/26/2016","BLACK","M",44,25000,"VIOLATION OF PROBATION OR COND DISCHG","NEW HAVEN CC","NONE",25000,5000,2016-09-07,2016-08-26,2016-09-09,2,14,"ZZELBZCWVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",2
"5474",2016-09-07,"ZZELCSBL","08/19/2016","BLACK","M",54,160000,"SALE OF NARC/AMPHET BY NON-DEPENDENT   F","BRIDGEPORT CC","NONE",160000,160000,2016-09-07,2016-08-19,2016-11-03,57,76,"ZZELCSBLSALE OF NARC/AMPHET BY NON-DEPENDENT   F","in after July 1","out",4
"5475",2016-09-07,"ZZELHEBS","08/31/2016","BLACK","M",45,5000,"VIOLATION OF PROBATION OR COND DISCHG","NEW HAVEN CC","NONE",5000,5000,2016-09-07,2016-08-31,2016-09-19,12,19,"ZZELHEBSVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",1
"5476",2016-09-07,"ZZELLBSR","08/22/2016","BLACK","M",53,10000,"CRIM VIOL OF PROTECTIVE ORDER         DF","BRIDGEPORT CC","NONE",10000,10000,2016-09-07,2016-08-22,2016-09-09,2,18,"ZZELLBSRCRIM VIOL OF PROTECTIVE ORDER         DF","in after July 1","out",1
"5477",2016-09-07,"ZZELWRLW","08/23/2016","BLACK","M",47,100000,"COMMIT SEXUAL OFF IN ANOTHER JURIS    DF","HARTFORD CC","NONE",100000,100000,2016-09-07,2016-08-23,2016-09-19,12,27,"ZZELWRLWCOMMIT SEXUAL OFF IN ANOTHER JURIS    DF","in after July 1","out",3
"5478",2016-09-07,"ZZELWRSL","09/06/2016","BLACK","M",44,10000,"OBTAINING DRUGS ILLEGALLY","BRIDGEPORT CC","NONE",10000,10000,2016-09-07,2016-09-06,2016-09-09,2,3,"ZZELWRSLOBTAINING DRUGS ILLEGALLY","in after July 1","out",1
"5479",2016-09-07,"ZZERBHCL","09/06/2016","BLACK","M",53,5000,"SALE OF NARC/AMPHET BY NON-DEPENDENT   F","NEW HAVEN CC","NONE",5000,5000,2016-09-07,2016-09-06,2016-09-19,12,13,"ZZERBHCLSALE OF NARC/AMPHET BY NON-DEPENDENT   F","in after July 1","out",1
"5480",2016-09-07,"ZZERELCR","08/31/2016","BLACK","M",49,20000,"FAILURE TO APPEAR, SECOND DEGREE      AM","BRIDGEPORT CC","NONE",20000,20000,2016-09-07,2016-08-31,2016-11-21,75,82,"ZZERELCRFAILURE TO APPEAR, SECOND DEGREE      AM","in after July 1","out",2
"5481",2016-09-07,"ZZERHSLS","08/19/2016","BLACK","M",55,50000,"BURGLARY, THIRD DEGREE                DF","BRIDGEPORT CC","NONE",50001,50000,2016-09-07,2016-08-19,2016-12-12,96,115,"ZZERHSLSBURGLARY, THIRD DEGREE                DF","in after July 1","out",3
"5482",2016-09-07,"ZZERLZCB","04/27/2016","BLACK","M",51,100000,"DRUG PARAPHERNALIA IN DRUG FACTORY     F","BRIDGEPORT CC","NONE",100000,100000,2016-09-07,2016-04-27,NA,NA,NA,"ZZERLZCBDRUG PARAPHERNALIA IN DRUG FACTORY     F","in after July 1","still in",3
"5483",2016-09-07,"ZZERRBZS","09/06/2016","WHITE","M",62,150000,"LARCENY, FIRST DEGREE                 BF","HARTFORD CC","NONE",150000,150000,2016-09-07,2016-09-06,NA,NA,NA,"ZZERRBZSLARCENY, FIRST DEGREE                 BF","in after July 1","still in",4
"5484",2016-09-07,"ZZERWSWW","09/06/2016","BLACK","M",51,46000,"HOME INVASION                         AF","NEW HAVEN CC","NONE",46000,46000,2016-09-07,2016-09-06,2016-09-07,0,1,"ZZERWSWWHOME INVASION                         AF","in after July 1","out",3
"5485",2016-09-07,"ZZESCHRH","08/25/2016","WHITE","M",47,5750,"VIOLATION OF PROBATION OR COND DISCHG","NEW HAVEN CC","NONE",15750,5750,2016-09-07,2016-08-25,2016-10-19,42,55,"ZZESCHRHVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",1
"5486",2016-09-07,"ZZESEZHE","10/15/2015","BLACK","M",47,10000,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",10000,10000,2016-09-07,2015-10-15,2016-09-14,7,335,"ZZESEZHEVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",1
"5487",2016-09-07,"ZZESEZZB","08/24/2016","WHITE","M",48,4000,"BREACH OF PEACE                       BM","CORRIGAN CI","NONE",4000,4000,2016-09-07,2016-08-24,2016-10-20,43,57,"ZZESEZZBBREACH OF PEACE                       BM","in after July 1","out",1
"5488",2016-09-07,"ZZESJEHB","08/29/2016","BLACK","M",52,1000,"VIOLATION OF PROBATION OR COND DISCHG","NEW HAVEN CC","NONE",58500,1000,2016-09-07,2016-08-29,2016-11-01,55,64,"ZZESJEHBVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",1
"5489",2016-09-07,"ZZESLBSZ","04/25/2016","BLACK","M",48,30000,"POSSESSION OF NARCOTICS","BRIDGEPORT CC","NONE",30000,30000,2016-09-07,2016-04-25,2016-12-01,85,220,"ZZESLBSZPOSSESSION OF NARCOTICS","in after July 1","out",2
"5490",2016-09-07,"ZZESSHHS","08/26/2016","BLACK","M",46,75000,"CRIMINAL MISCHIEF, FIRST DEGREE       DF","HARTFORD CC","NONE",75000,75000,2016-09-07,2016-08-26,2016-09-07,0,12,"ZZESSHHSCRIMINAL MISCHIEF, FIRST DEGREE       DF","in after July 1","out",3
"5491",2016-09-07,"ZZEWJZRW","08/31/2016","WHITE","M",46,1000,"ASSAULT, THIRD DEGREE                 AM","BRIDGEPORT CC","NONE",1000,1000,2016-09-07,2016-08-31,2016-09-19,12,19,"ZZEWJZRWASSAULT, THIRD DEGREE                 AM","in after July 1","out",1
"5492",2016-09-07,"ZZEWZWLZ","09/06/2016","HISPANIC","M",62,20000,"INTERFERING WITH AN EMERGENCY CALL    AM","HARTFORD CC","NONE",20000,20000,2016-09-07,2016-09-06,2016-11-07,61,62,"ZZEWZWLZINTERFERING WITH AN EMERGENCY CALL    AM","in after July 1","out",2
"5493",2016-09-07,"ZZEZCCZJ","09/02/2016","WHITE","M",54,2500,"CRIMINAL TRESPASS, FIRST DEGREE       AM","CORRIGAN CI","NONE",2500,1000,2016-09-07,2016-09-02,2017-01-06,121,126,"ZZEZCCZJCRIMINAL TRESPASS, FIRST DEGREE       AM","in after July 1","out",1
"5494",2016-09-07,"ZZEZECCH","08/22/2016","BLACK","M",53,25000,"CRIM VIOL OF PROTECTIVE ORDER         DF","HARTFORD CC","NONE",25000,25000,2016-09-07,2016-08-22,2016-09-13,6,22,"ZZEZECCHCRIM VIOL OF PROTECTIVE ORDER         DF","in after July 1","out",2
"5495",2016-09-07,"ZZEZJSJW","09/01/2016","WHITE","M",52,50000,"VIOLATION OF PROBATION OR COND DISCHG","BRIDGEPORT CC","NONE",100000,50000,2016-09-07,2016-09-01,NA,NA,NA,"ZZEZJSJWVIOLATION OF PROBATION OR COND DISCHG","in after July 1","still in",3
"5496",2016-09-07,"ZZEZJZJS","08/23/2016","WHITE","M",52,5000,"BURGLARY, SECOND DEGREE               CF","BRIDGEPORT CC","NONE",5000,5000,2016-09-07,2016-08-23,2016-09-09,2,17,"ZZEZJZJSBURGLARY, SECOND DEGREE               CF","in after July 1","out",1
